date,temp_max,temp_min,precipitation,pm25,pm10,us_aqi,bad_weather_day,bad_air_day,holiday_name,federal_holiday,province,is_holiday,day_type
2025-07-01,28.9,21.3,0.0,9.6,9.7,56.0,False,False,Canada Day,1,ON,1,Holiday
2025-07-02,28.3,18.3,0.6,9.3,9.49,43.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-03,26.0,19.0,3.8,12.71,13.25,50.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-04,25.1,15.6,0.0,15.14,15.35,49.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-05,30.5,18.6,0.2,24.56,25.27,93.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-06,32.5,23.9,0.0,11.7,11.82,93.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-07,31.7,21.0,0.0,9.09,9.17,69.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-08,25.6,19.5,0.0,12.19,12.39,56.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-09,25.8,19.4,3.9,22.12,22.47,67.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-10,26.9,19.8,0.1,27.18,27.77,88.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-11,28.2,20.5,0.0,35.66,36.25,111.0,False,True,No Holiday,0,ON,0,Non-holiday
2025-07-12,31.9,22.1,1.1,16.02,16.27,122.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-13,31.1,23.9,1.3,13.48,13.86,84.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-14,28.9,22.8,0.0,59.29,60.13,104.0,False,True,No Holiday,0,ON,0,Non-holiday
2025-07-15,30.4,21.3,0.0,42.97,43.58,149.0,False,True,No Holiday,0,ON,0,Non-holiday
2025-07-16,31.1,23.1,1.0,36.9,37.69,140.0,False,True,No Holiday,0,ON,0,Non-holiday
2025-07-17,28.9,18.0,0.3,7.54,7.64,77.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-18,23.1,15.1,0.0,5.53,5.76,40.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-19,26.4,17.7,0.0,5.01,5.18,54.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-20,26.6,20.2,2.5,9.12,9.83,52.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-21,23.7,16.7,0.0,11.35,11.51,50.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-22,23.9,16.2,0.0,4.23,4.28,38.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-23,27.8,17.9,0.0,3.95,3.96,51.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-24,32.6,21.6,3.0,10.2,10.41,85.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-25,30.0,23.4,2.0,13.79,14.55,64.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-26,28.4,20.3,1.8,17.06,17.55,77.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-27,33.1,22.0,7.7,10.92,11.2,69.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-07-28,31.6,20.5,0.0,12.98,13.2,61.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-29,30.1,22.3,0.0,12.69,12.75,72.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-30,29.7,22.2,1.5,16.6,17.46,70.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-07-31,23.4,18.2,4.7,25.35,25.78,76.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-01,23.9,16.8,0.0,7.0,7.04,57.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-02,25.6,16.4,0.0,10.02,10.11,33.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-03,28.4,18.0,0.0,51.23,51.7,84.0,False,True,No Holiday,0,ON,0,Non-holiday
2025-08-04,27.7,19.2,0.0,36.08,36.34,141.0,False,True,No Holiday,0,ON,0,Non-holiday
2025-08-05,26.2,21.7,0.0,20.0,20.17,84.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-06,26.5,20.9,0.0,13.7,13.82,70.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-07,28.1,21.2,0.0,26.59,27.16,87.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-08,28.9,22.1,0.0,26.77,27.1,98.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-09,29.8,22.1,0.0,20.79,20.95,103.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-10,31.0,23.1,0.0,19.58,19.69,106.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-11,31.7,22.5,0.0,16.52,16.59,119.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-12,29.8,22.8,3.4,18.67,18.96,103.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-13,27.8,21.6,0.7,16.56,16.85,82.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-14,26.0,19.2,0.0,18.43,18.49,63.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-15,27.0,20.5,0.0,10.0,10.04,63.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-16,29.1,19.1,0.0,10.42,10.48,54.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-17,25.8,20.0,6.5,11.32,11.41,54.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-08-18,20.2,14.5,0.0,1.02,1.04,36.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-19,21.0,18.7,39.0,5.75,5.82,42.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-08-20,21.7,18.2,7.5,9.36,9.5,45.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-08-21,21.8,16.0,0.0,3.82,3.89,39.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-22,25.1,16.3,0.0,10.82,10.95,53.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-23,25.5,18.4,0.7,10.9,11.29,57.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-24,23.7,17.1,0.7,6.82,6.93,48.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-25,21.4,14.9,0.0,4.52,4.57,32.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-26,20.0,12.9,4.5,3.89,3.92,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-27,22.4,12.5,0.0,3.62,3.65,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-28,18.3,13.4,8.6,6.89,6.96,33.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-08-29,18.0,10.6,0.0,9.07,9.54,32.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-30,21.5,11.1,0.0,9.81,10.25,38.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-08-31,22.2,11.8,0.0,6.92,7.12,37.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-01,23.6,14.0,0.0,9.59,9.74,38.0,False,False,Labour Day,1,ON,1,Holiday
2025-09-02,23.8,16.7,0.0,10.59,10.72,54.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-03,25.3,16.5,0.0,11.93,12.07,70.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-04,20.3,12.5,13.6,9.15,9.28,48.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-09-05,21.3,12.0,2.6,8.52,8.65,41.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-06,19.4,12.5,0.0,8.47,8.72,33.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-07,17.9,11.3,0.4,8.63,8.88,46.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-08,19.7,9.7,0.0,7.82,8.0,28.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-09,20.3,12.3,0.0,10.64,10.93,41.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-10,22.7,14.5,0.0,12.08,12.22,64.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-11,24.6,14.7,0.0,10.73,10.82,61.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-12,21.8,14.9,0.0,10.22,10.28,38.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-13,22.4,15.4,0.3,20.95,21.06,60.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-14,24.2,16.0,0.6,14.72,15.18,63.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-15,22.3,16.0,0.0,8.18,8.45,53.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-16,23.2,15.1,0.0,7.46,7.57,36.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-17,23.7,14.7,0.0,17.51,17.77,49.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-18,26.7,15.2,0.1,31.49,31.96,82.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-19,20.8,13.9,0.0,6.72,7.17,60.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-20,17.2,12.5,0.0,0.93,0.97,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-21,22.6,15.0,2.8,6.55,6.6,45.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-22,24.0,18.6,3.0,11.96,12.08,48.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-23,23.7,18.7,5.7,17.13,17.36,50.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-09-24,21.0,18.3,4.9,8.16,8.39,57.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-25,21.6,17.6,2.6,8.43,8.53,37.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-26,22.5,15.4,0.0,13.38,13.71,44.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-27,22.4,16.3,0.0,20.48,20.74,64.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-28,23.0,15.7,0.0,9.12,9.18,54.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-29,22.5,12.2,0.0,9.95,9.98,32.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-09-30,20.6,14.1,0.0,11.17,11.22,54.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-01,17.0,10.0,0.0,2.08,2.14,32.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-02,17.7,9.8,0.0,4.55,4.61,34.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-03,21.6,8.5,0.0,15.83,15.87,46.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-04,23.7,13.8,0.0,13.34,13.35,53.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-05,25.6,15.5,0.0,15.59,15.59,59.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-06,25.0,16.1,0.0,8.78,8.78,52.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-07,22.6,14.8,15.5,5.56,5.72,32.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-10-08,14.8,8.9,0.0,3.94,3.97,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-09,12.2,4.7,0.0,4.03,4.19,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-10,16.8,6.9,1.3,3.87,3.94,34.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-11,16.5,12.4,3.9,8.89,9.02,35.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-12,17.4,11.1,0.7,4.8,5.38,36.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-13,17.3,12.3,0.0,4.08,4.28,34.0,False,False,Thanksgiving,1,ON,1,Holiday
2025-10-14,20.9,9.6,0.0,8.49,8.57,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-15,14.3,8.6,0.0,2.73,2.75,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-16,14.9,4.7,0.0,2.92,2.98,29.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-17,12.5,4.7,3.2,4.7,4.82,24.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-18,20.3,12.5,1.5,7.0,7.03,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-19,21.2,14.5,11.1,6.25,6.27,41.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-10-20,15.4,8.4,9.7,2.52,2.59,29.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-10-21,15.7,5.8,1.1,6.0,6.12,23.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-22,11.7,7.2,2.4,4.68,4.71,22.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-23,12.0,7.3,3.2,3.61,3.66,22.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-24,11.2,6.2,0.0,3.41,3.58,23.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-25,11.4,3.5,0.0,5.27,5.48,23.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-26,8.5,0.6,0.0,5.78,6.6,26.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-27,9.6,2.8,0.0,1.98,2.05,27.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-28,11.0,5.8,0.4,1.44,1.44,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-29,10.9,4.0,0.0,2.47,2.52,25.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-10-30,8.8,5.9,15.0,1.45,1.49,27.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-10-31,8.3,5.2,7.1,1.48,1.52,26.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-11-01,9.4,3.5,0.0,5.53,5.72,28.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-02,9.9,0.4,0.0,5.99,6.06,22.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-03,10.3,7.0,1.7,6.26,6.38,34.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-04,13.4,5.2,0.0,3.1,3.26,29.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-05,13.1,6.1,2.0,5.42,5.5,23.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-06,7.2,2.6,0.0,2.15,2.28,29.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-07,11.4,2.5,4.2,5.85,5.94,28.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-08,9.4,1.6,0.0,3.14,3.26,28.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-09,1.5,-1.7,9.5,3.5,3.87,29.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-11-10,-1.8,-4.4,1.4,1.86,2.3,32.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-11-11,2.7,-3.9,0.8,3.49,3.89,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-12,7.6,1.5,0.2,7.46,7.59,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-13,7.5,3.2,0.1,2.31,2.36,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-14,8.8,2.1,0.0,11.18,11.57,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-15,11.1,2.8,3.2,8.09,8.3,41.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-16,8.4,0.2,0.0,1.68,1.74,32.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-17,4.1,-0.0,0.0,1.75,1.79,30.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-18,5.7,0.4,0.0,3.34,3.4,25.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-19,5.5,-1.0,0.0,7.56,7.59,24.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-20,5.7,-0.4,0.0,11.54,11.55,40.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-21,9.6,3.1,0.6,9.79,9.93,49.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-22,5.5,1.2,0.0,4.74,4.94,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-23,8.5,2.3,2.1,5.54,5.71,26.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-24,7.0,0.5,0.0,4.79,5.08,25.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-25,8.6,4.9,4.7,10.17,10.46,35.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-26,10.9,2.0,0.3,7.82,7.83,39.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-27,3.0,0.3,0.3,1.6,1.65,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-28,1.7,-1.6,0.1,1.23,1.31,35.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-29,1.2,-3.4,0.0,3.13,3.3,35.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-11-30,3.7,0.5,8.3,4.17,4.25,32.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-01,0.0,-5.2,0.1,2.41,2.45,34.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-02,0.7,-3.9,1.9,5.12,5.2,34.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-03,2.0,-6.1,0.5,8.5,8.66,36.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-04,-1.0,-10.7,0.5,1.79,1.88,33.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-05,-0.3,-12.9,0.0,4.05,4.41,33.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-06,1.5,-0.5,0.0,6.8,6.91,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-07,0.2,-5.9,1.0,3.81,3.85,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-08,-4.5,-13.6,0.0,4.95,5.8,33.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-09,0.8,-10.6,1.6,6.46,7.19,29.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-10,1.7,-3.7,12.7,3.53,3.56,25.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-11,-4.1,-9.8,0.1,1.51,1.78,34.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-12,-1.0,-10.1,0.0,3.6,3.88,33.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-13,-1.4,-7.4,1.0,4.46,4.54,28.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-14,-7.6,-11.7,0.0,2.67,2.87,31.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-15,-5.0,-11.1,1.3,3.59,3.62,29.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-16,0.4,-8.9,0.4,7.89,7.93,28.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-17,4.6,-0.3,0.0,10.13,10.52,38.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-18,8.2,-0.1,0.4,11.44,11.61,46.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-19,9.1,-3.8,10.1,1.9,2.0,33.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-20,3.6,-3.9,0.7,4.21,4.39,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-21,2.9,-4.6,0.0,3.4,3.5,29.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-22,2.5,-6.9,0.3,10.15,10.8,31.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-23,3.2,0.7,9.6,15.4,16.42,47.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-24,2.6,-1.6,0.0,4.74,4.82,45.0,False,False,No Holiday,0,ON,0,Non-holiday
2025-12-25,2.3,-6.3,0.0,6.16,6.29,30.0,False,False,Christmas Day,1,ON,1,Holiday
2025-12-26,-1.6,-7.3,11.3,1.71,1.76,34.0,True,False,Boxing Day,1,ON,1,Holiday
2025-12-27,-3.2,-8.7,0.0,5.29,5.6,29.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-28,2.5,-3.3,26.8,6.25,6.31,25.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-29,8.8,-7.9,7.1,3.43,3.51,28.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-30,-3.6,-9.8,0.6,0.77,0.8,35.0,True,False,No Holiday,0,ON,0,Non-holiday
2025-12-31,-3.1,-7.4,1.2,2.38,2.46,34.0,True,False,No Holiday,0,ON,0,Non-holiday
